timestamp_utc,scan_id,scan_source,market_phase,scan_execution_time_ms,mode,account_size,timing_ok,source,trade_count,top_name,top_symbol,current_price,entry,stop,target,shares,confidence,reason,benchmark_sp500,benchmark_nasdaq,paper_trade_enabled,paper_trade_candidate_count,paper_trade_long_candidate_count,paper_trade_short_candidate_count,paper_trade_placed_count,paper_trade_placed_long_count,paper_trade_placed_short_count,paper_candidate_symbols,paper_candidate_confidences,paper_skipped_symbols,paper_skip_reasons,paper_placed_symbols,paper_trade_ids
2026-03-27T15:30:00.934981+00:00,2026-03-27T15-30-00.934981+00-00_core_one,SCHEDULED,MORNING,5705,core_one,1000.0,True,CORE_ONE,0,,,,,,,,,No trade today,NEUTRAL,NEUTRAL,True,1,0,1,1,0,1,AAPL,100.0,,,AAPL,scanner-AAPL-SELL-2526300-1
2026-03-27T15:40:01.594074+00:00,2026-03-27T15-40-01.594074+00-00_core_two,SCHEDULED,MORNING,5360,core_two,1000.0,True,CORE_TWO,0,,,,,,,,,No trade today,NEUTRAL,NEUTRAL,True,3,1,2,1,1,0,"META,AMZN,MU","90.0,90.0,80.0","META,AMZN",META:max_notional_too_small_for_symbol|AMZN:symbol_already_open,MU,scanner-MU-BUY-3661100-1
2026-03-27T15:50:01.468660+00:00,2026-03-27T15-50-01.468660+00-00_primary,SCHEDULED,MORNING,5405,primary,1000.0,True,PRIMARY,0,,,,,,,,,No trade today,NEUTRAL,NEUTRAL,True,2,0,2,1,0,1,"HIMS,JOBY","80.0,80.0",HIMS,HIMS:symbol_already_open,JOBY,scanner-JOBY-SELL-81900-61
2026-03-27T16:00:01.475879+00:00,2026-03-27T16-00-01.475879+00-00_secondary,SCHEDULED,MIDDAY,7696,secondary,1000.0,True,SECONDARY,0,,,,,,,,,No trade today,NEUTRAL,NEUTRAL,True,2,0,2,1,0,1,"LCID,ACHR","70.0,70.0",LCID,LCID:alpaca_order_rejected,ACHR,scanner-ACHR-SELL-52000-96
2026-03-27T16:10:01.496766+00:00,2026-03-27T16-10-01.496766+00-00_third,SCHEDULED,MIDDAY,5930,third,1000.0,True,THIRD,0,,,,,,,,,No trade today,SELL,SELL,True,1,0,1,1,0,1,RKLB,70.0,,,RKLB,scanner-RKLB-SELL-618400-8
2026-03-27T16:20:01.540060+00:00,2026-03-27T16-20-01.540060+00-00_fourth,SCHEDULED,MIDDAY,6305,fourth,1000.0,True,FOURTH,0,,,,,,,,,No trade today,SELL,SELL,True,2,0,2,2,0,2,"QBTS,IONQ","70.0,70.0",,,"QBTS,IONQ","scanner-QBTS-SELL-141550-35,scanner-IONQ-SELL-285000-17"
2026-03-27T16:30:01.612954+00:00,2026-03-27T16-30-01.612954+00-00_core_one,SCHEDULED,MIDDAY,6386,core_one,1000.0,True,CORE_ONE,0,,,,,,,,,No trade today,SELL,SELL,True,3,0,3,2,0,2,"NVDA,AAPL,PLTR","89.0,91.0,90.0",AAPL,AAPL:symbol_already_open,"NVDA,PLTR","scanner-NVDA-SELL-1688150-2,scanner-PLTR-SELL-1436900-3"
2026-03-27T16:40:01.577501+00:00,2026-03-27T16-40-01.577501+00-00_core_two,SCHEDULED,MIDDAY,5239,core_two,1000.0,True,CORE_TWO,0,,,,,,,,,No trade today,SELL,SELL,True,3,0,3,1,0,1,"META,AMZN,AVGO","90.0,90.0,80.0","META,AMZN",META:max_notional_too_small_for_symbol|AMZN:symbol_already_open,AVGO,scanner-AVGO-SELL-3006850-1
2026-03-27T16:50:01.567138+00:00,2026-03-27T16-50-01.567138+00-00_primary,SCHEDULED,MIDDAY,7966,primary,1000.0,True,PRIMARY,0,,,,,,,,,No trade today,SELL,SELL,True,5,0,5,4,0,4,"RIVN,SOFI,NIO,HIMS,JOBY","83.0,90.0,80.0,80.0,80.0",JOBY,JOBY:symbol_already_open,"RIVN,SOFI,NIO,HIMS","scanner-RIVN-SELL-149600-33,scanner-SOFI-SELL-154000-32,scanner-NIO-SELL-54400-91,scanner-HIMS-SELL-195500-25"
2026-03-27T17:00:01.537399+00:00,2026-03-27T17-00-01.537399+00-00_secondary,SCHEDULED,MIDDAY,7856,secondary,1000.0,True,SECONDARY,0,,,,,,,,,No trade today,SELL,SELL,True,2,0,2,0,0,0,"LCID,ACHR","70.0,70.0","LCID,ACHR",LCID:alpaca_order_rejected|ACHR:symbol_already_open,,
2026-03-27T17:10:01.430806+00:00,2026-03-27T17-10-01.430806+00-00_third,SCHEDULED,MIDDAY,4116,third,1000.0,True,THIRD,0,,,,,,,,,No trade today,SELL,SELL,True,1,0,1,0,0,0,RKLB,70.0,RKLB,RKLB:symbol_already_open,,
2026-03-27T17:20:00.949657+00:00,2026-03-27T17-20-00.949657+00-00_fourth,SCHEDULED,MIDDAY,6422,fourth,1000.0,True,FOURTH,0,,,,,,,,,No trade today,SELL,SELL,True,3,0,3,2,0,2,"AI,QBTS,IONQ","70.0,70.0,70.0",AI,AI:symbol_already_open,"QBTS,IONQ","scanner-QBTS-SELL-138700-36,scanner-IONQ-SELL-279400-17"
2026-03-27T17:30:01.600702+00:00,2026-03-27T17-30-01.600702+00-00_core_one,SCHEDULED,MIDDAY,6424,core_one,1000.0,True,CORE_ONE,0,,,,,,,,,No trade today,SELL,SELL,True,4,0,4,2,0,2,"NVDA,TSLA,AAPL,PLTR","91.0,86.0,100.0,90.0","NVDA,PLTR",NVDA:symbol_already_open|PLTR:symbol_already_open,"TSLA,AAPL","scanner-TSLA-SELL-3622350-1,scanner-AAPL-SELL-2505400-1"
2026-03-27T17:40:00.935799+00:00,2026-03-27T17-40-00.935799+00-00_core_two,SCHEDULED,MIDDAY,6079,core_two,1000.0,True,CORE_TWO,0,,,,,,,,,No trade today,SELL,SELL,True,4,0,4,2,0,2,"META,AMZN,GOOGL,AVGO","90.0,90.0,90.0,80.0","META,AMZN",META:max_notional_too_small_for_symbol|AMZN:symbol_already_open,"GOOGL,AVGO","scanner-GOOGL-SELL-2747600-1,scanner-AVGO-SELL-3003800-1"
2026-03-27T17:50:01.546774+00:00,2026-03-27T17-50-01.546774+00-00_primary,SCHEDULED,MIDDAY,9455,primary,1000.0,True,PRIMARY,0,,,,,,,,,No trade today,SELL,SELL,True,5,0,5,5,0,5,"RIVN,SOFI,NIO,HIMS,JOBY","100.0,90.0,80.0,80.0,80.0",,,"RIVN,SOFI,NIO,HIMS,JOBY","scanner-RIVN-SELL-147950-33,scanner-SOFI-SELL-152100-32,scanner-NIO-SELL-53750-93,scanner-HIMS-SELL-194100-25,scanner-JOBY-SELL-80000-62"
2026-03-27T18:00:01.444904+00:00,2026-03-27T18-00-01.444904+00-00_secondary,SCHEDULED,AFTERNOON,8081,secondary,1000.0,True,SECONDARY,0,,,,,,,,,No trade today,SELL,SELL,True,2,0,2,1,0,1,"LCID,ACHR","70.0,70.0",LCID,LCID:alpaca_order_rejected,ACHR,scanner-ACHR-SELL-50750-98
2026-03-27T18:10:01.348784+00:00,2026-03-27T18-10-01.348784+00-00_third,SCHEDULED,AFTERNOON,6916,third,1000.0,True,THIRD,0,,,,,,,,,No trade today,SELL,SELL,True,2,0,2,2,0,2,"BITF,RKLB","70.0,70.0",,,"BITF,RKLB","scanner-BITF-SELL-19250-259,scanner-RKLB-SELL-607200-8"
2026-03-27T18:20:01.504748+00:00,2026-03-27T18-20-01.504748+00-00_fourth,SCHEDULED,AFTERNOON,6608,fourth,1000.0,True,FOURTH,0,,,,,,,,,No trade today,SELL,SELL,True,4,0,4,1,0,1,"SOUN,AI,QBTS,IONQ","70.0,70.0,70.0,70.0","SOUN,AI,QBTS",SOUN:alpaca_order_rejected|AI:symbol_already_open|QBTS:symbol_already_open,IONQ,scanner-IONQ-SELL-277000-18
2026-03-27T18:30:01.531733+00:00,2026-03-27T18-30-01.531733+00-00_core_one,SCHEDULED,AFTERNOON,6361,core_one,1000.0,True,CORE_ONE,0,,,,,,,,,No trade today,SELL,SELL,True,4,0,4,1,0,1,"NVDA,TSLA,AAPL,PLTR","90.0,91.0,100.0,90.0","NVDA,TSLA,PLTR",NVDA:symbol_already_open|TSLA:symbol_already_open|PLTR:symbol_already_open,AAPL,scanner-AAPL-SELL-2493600-2
2026-03-27T18:40:00.955508+00:00,2026-03-27T18-40-00.955508+00-00_core_two,SCHEDULED,AFTERNOON,6152,core_two,1000.0,True,CORE_TWO,0,,,,,,,,,No trade today,SELL,SELL,True,4,0,4,1,0,1,"META,AMZN,NFLX,AVGO","90.0,90.0,80.0,80.0","META,AMZN,AVGO",META:max_notional_too_small_for_symbol|AMZN:symbol_already_open|AVGO:stop_cooldown_until_2026-03-27T18:45:04.761023+00:00,NFLX,scanner-NFLX-SELL-932400-5
2026-03-27T18:50:00.912179+00:00,2026-03-27T18-50-00.912179+00-00_primary,SCHEDULED,AFTERNOON,6343,primary,1000.0,True,PRIMARY,0,,,,,,,,,No trade today,SELL,SELL,True,5,0,5,1,0,1,"RIVN,SOFI,NIO,HIMS,JOBY","91.0,90.0,80.0,80.0,80.0","RIVN,SOFI,NIO,HIMS",RIVN:stop_cooldown_until_2026-03-27T19:05:04.410073+00:00|SOFI:stop_cooldown_until_2026-03-27T18:50:10.849562+00:00|NIO:symbol_already_open|HIMS:symbol_already_open,JOBY,scanner-JOBY-SELL-81450-61
2026-03-27T19:00:01.566227+00:00,2026-03-27T19-00-01.566227+00-00_secondary,SCHEDULED,AFTERNOON,8127,secondary,1000.0,True,SECONDARY,0,,,,,,,,,No trade today,SELL,SELL,True,2,0,2,1,0,1,"LCID,ACHR","70.0,70.0",LCID,LCID:alpaca_order_rejected,ACHR,scanner-ACHR-SELL-51250-97
2026-03-27T19:10:01.520231+00:00,2026-03-27T19-10-01.520231+00-00_third,SCHEDULED,AFTERNOON,5054,third,1000.0,True,THIRD,0,,,,,,,,,No trade today,SELL,SELL,True,1,0,1,0,0,0,RKLB,70.0,RKLB,RKLB:stop_cooldown_until_2026-03-27T19:15:04.363370+00:00,,
2026-03-27T19:20:01.517793+00:00,2026-03-27T19-20-01.517793+00-00_fourth,SCHEDULED,AFTERNOON,7620,fourth,1000.0,True,FOURTH,0,,,,,,,,,No trade today,SELL,SELL,True,4,0,4,2,0,2,"SOUN,AI,QBTS,IONQ","70.0,70.0,70.0,70.0","SOUN,AI",SOUN:alpaca_order_rejected|AI:symbol_already_open,"QBTS,IONQ","scanner-QBTS-SELL-138200-36,scanner-IONQ-SELL-276900-18"
2026-03-27T19:30:01.465952+00:00,2026-03-27T19-30-01.465952+00-00_core_one,SCHEDULED,POWER_HOUR,7665,core_one,1000.0,True,CORE_ONE,0,,,,,,,,,No trade today,SELL,SELL,True,5,0,5,2,0,2,"NVDA,TSLA,AAPL,PLTR,MSFT","91.0,90.0,100.0,90.0,90.0","TSLA,AAPL,PLTR",TSLA:symbol_already_open|AAPL:symbol_already_open|PLTR:symbol_already_open,"NVDA,MSFT","scanner-NVDA-SELL-1674400-2,scanner-MSFT-SELL-3575250-1"
2026-03-27T19:40:01.477014+00:00,2026-03-27T19-40-01.477014+00-00_core_two,SCHEDULED,POWER_HOUR,6725,core_two,1000.0,True,CORE_TWO,0,,,,,,,,,No trade today,SELL,SELL,True,4,0,4,1,0,1,"META,AMZN,GOOGL,AVGO","90.0,90.0,90.0,80.0","META,AMZN,GOOGL",META:max_notional_too_small_for_symbol|AMZN:symbol_already_open|GOOGL:symbol_already_open,AVGO,scanner-AVGO-SELL-3017150-1
2026-03-27T19:50:01.520754+00:00,2026-03-27T19-50-01.520754+00-00_primary,SCHEDULED,POWER_HOUR,8647,primary,1000.0,True,PRIMARY,0,,,,,,,,,No trade today,SELL,SELL,True,6,1,5,4,1,3,"RIVN,SOFI,SNAP,NIO,HIMS,JOBY","100.0,90.0,80.0,80.0,80.0,80.0","HIMS,JOBY",HIMS:symbol_already_open|JOBY:symbol_already_open,"RIVN,SOFI,SNAP,NIO","scanner-RIVN-SELL-147150-33,scanner-SOFI-SELL-152650-32,scanner-SNAP-BUY-39550-126,scanner-NIO-SELL-53000-94"
