timestamp_utc,scan_id,scan_source,market_phase,mode,core_group,paper_trade_enabled,candidate_count,placed_count,skipped_count,long_candidate_count,short_candidate_count,placed_long_count,placed_short_count,placement_rate_pct,candidate_symbols,placed_symbols,skipped_symbols,skip_reasons,confidence_values,benchmark_sp500,benchmark_nasdaq,reason
2026-03-31 16:50:03.291123+00:00,2026-03-31T16-50-03.291123+00-00_primary,SCHEDULED,MIDDAY,primary,non_core,True,6,0,6,6,0,0,0,0.0,"RIVN,SOFI,SNAP,NIO,HIMS,JOBY",,"RIVN,SOFI,SNAP,NIO,HIMS,JOBY",RIVN:position_size_too_small_after_slot_compression|SOFI:position_size_too_small_after_slot_compression|SNAP:position_size_too_small_after_slot_compression|NIO:position_size_too_small_after_slot_compression|HIMS:position_size_too_small_after_slot_compression|JOBY:position_size_too_small_after_slot_compression,"100.0,90.0,80.0,80.0,80.0,80.0",,,No trade today
2026-03-31 17:00:03.009494+00:00,2026-03-31T17-00-03.009494+00-00_secondary,SCHEDULED,MIDDAY,secondary,non_core,True,2,0,2,2,0,0,0,0.0,"LCID,ACHR",,"LCID,ACHR",LCID:position_size_too_small_after_slot_compression|ACHR:position_size_too_small_after_slot_compression,"70.0,70.0",,,No trade today
2026-03-31 17:10:02.868122+00:00,2026-03-31T17-10-02.868122+00-00_third,SCHEDULED,MIDDAY,third,non_core,True,2,0,2,2,0,0,0,0.0,"BITF,RKLB",,"BITF,RKLB",BITF:position_size_too_small_after_slot_compression|RKLB:position_size_too_small_after_slot_compression,"70.0,70.0",,,No trade today
2026-03-31 17:20:03.102624+00:00,2026-03-31T17-20-03.102624+00-00_fourth,SCHEDULED,MIDDAY,fourth,non_core,True,4,0,4,4,0,0,0,0.0,"SOUN,AI,QBTS,IONQ",,"SOUN,AI,QBTS,IONQ",SOUN:position_size_too_small_after_slot_compression|AI:position_size_too_small_after_slot_compression|QBTS:position_size_too_small_after_slot_compression|IONQ:position_size_too_small_after_slot_compression,"70.0,70.0,70.0,70.0",,,No trade today
2026-03-31 17:30:03.106217+00:00,2026-03-31T17-30-03.106217+00-00_core_one,SCHEDULED,MIDDAY,core_one,core,True,6,0,6,6,0,0,0,0.0,"NVDA,TSLA,AAPL,AMD,PLTR,MSFT",,"NVDA,TSLA,AAPL,AMD,PLTR,MSFT",NVDA:position_size_too_small_after_slot_compression|TSLA:position_size_too_small_after_slot_compression|AAPL:position_size_too_small_after_slot_compression|AMD:position_size_too_small_after_slot_compression|PLTR:position_size_too_small_after_slot_compression|MSFT:position_size_too_small_after_slot_compression,"100.0,100.0,100.0,90.0,90.0,90.0",,,No trade today
2026-03-31 17:40:03.164324+00:00,2026-03-31T17-40-03.164324+00-00_core_two,SCHEDULED,MIDDAY,core_two,core,True,6,0,6,6,0,0,0,0.0,"META,AMZN,GOOGL,NFLX,AVGO,MU",,"META,AMZN,GOOGL,NFLX,AVGO,MU",META:position_size_too_small_after_slot_compression|AMZN:position_size_too_small_after_slot_compression|GOOGL:position_size_too_small_after_slot_compression|NFLX:position_size_too_small_after_slot_compression|AVGO:position_size_too_small_after_slot_compression|MU:position_size_too_small_after_slot_compression,"90.0,90.0,90.0,80.0,80.0,80.0",,,No trade today
2026-03-31 17:50:03.034930+00:00,2026-03-31T17-50-03.034930+00-00_primary,SCHEDULED,MIDDAY,primary,non_core,True,6,0,6,6,0,0,0,0.0,"RIVN,SOFI,SNAP,NIO,HIMS,JOBY",,"RIVN,SOFI,SNAP,NIO,HIMS,JOBY",RIVN:position_size_too_small_after_slot_compression|SOFI:position_size_too_small_after_slot_compression|SNAP:position_size_too_small_after_slot_compression|NIO:position_size_too_small_after_slot_compression|HIMS:position_size_too_small_after_slot_compression|JOBY:position_size_too_small_after_slot_compression,"100.0,90.0,80.0,80.0,80.0,80.0",,,No trade today
2026-03-31 18:00:03.120955+00:00,2026-03-31T18-00-03.120955+00-00_secondary,SCHEDULED,AFTERNOON,secondary,non_core,True,2,0,2,2,0,0,0,0.0,"LCID,ACHR",,"LCID,ACHR",LCID:position_size_too_small_after_slot_compression|ACHR:position_size_too_small_after_slot_compression,"70.0,70.0",,,No trade today
2026-03-31 18:10:02.805288+00:00,2026-03-31T18-10-02.805288+00-00_third,SCHEDULED,AFTERNOON,third,non_core,True,1,0,1,1,0,0,0,0.0,RKLB,,RKLB,RKLB:position_size_too_small_after_slot_compression,70.0,,,No trade today
2026-03-31 18:20:03.554157+00:00,2026-03-31T18-20-03.554157+00-00_fourth,SCHEDULED,AFTERNOON,fourth,non_core,True,4,0,4,4,0,0,0,0.0,"SOUN,AI,QBTS,IONQ",,"SOUN,AI,QBTS,IONQ",SOUN:position_size_too_small_after_slot_compression|AI:position_size_too_small_after_slot_compression|QBTS:position_size_too_small_after_slot_compression|IONQ:position_size_too_small_after_slot_compression,"70.0,70.0,70.0,70.0",,,No trade today
2026-03-31 18:30:03.029735+00:00,2026-03-31T18-30-03.029735+00-00_core_one,SCHEDULED,AFTERNOON,core_one,core,True,6,0,6,6,0,0,0,0.0,"NVDA,TSLA,AAPL,AMD,PLTR,MSFT",,"NVDA,TSLA,AAPL,AMD,PLTR,MSFT",NVDA:position_size_too_small_after_slot_compression|TSLA:position_size_too_small_after_slot_compression|AAPL:position_size_too_small_after_slot_compression|AMD:position_size_too_small_after_slot_compression|PLTR:position_size_too_small_after_slot_compression|MSFT:position_size_too_small_after_slot_compression,"100.0,100.0,100.0,90.0,90.0,90.0",,,No trade today
2026-03-31 18:40:03.113853+00:00,2026-03-31T18-40-03.113853+00-00_core_two,SCHEDULED,AFTERNOON,core_two,core,True,6,0,6,6,0,0,0,0.0,"META,AMZN,GOOGL,NFLX,AVGO,MU",,"META,AMZN,GOOGL,NFLX,AVGO,MU",META:position_size_too_small_after_slot_compression|AMZN:position_size_too_small_after_slot_compression|GOOGL:position_size_too_small_after_slot_compression|NFLX:position_size_too_small_after_slot_compression|AVGO:position_size_too_small_after_slot_compression|MU:position_size_too_small_after_slot_compression,"90.0,90.0,90.0,80.0,80.0,80.0",,,No trade today
2026-03-31 18:50:02.975638+00:00,2026-03-31T18-50-02.975638+00-00_primary,SCHEDULED,AFTERNOON,primary,non_core,True,6,0,6,6,0,0,0,0.0,"RIVN,SOFI,SNAP,NIO,HIMS,JOBY",,"RIVN,SOFI,SNAP,NIO,HIMS,JOBY",RIVN:position_size_too_small_after_slot_compression|SOFI:position_size_too_small_after_slot_compression|SNAP:position_size_too_small_after_slot_compression|NIO:position_size_too_small_after_slot_compression|HIMS:position_size_too_small_after_slot_compression|JOBY:position_size_too_small_after_slot_compression,"100.0,90.0,80.0,80.0,80.0,80.0",,,No trade today
2026-03-31 19:00:02.985371+00:00,2026-03-31T19-00-02.985371+00-00_secondary,SCHEDULED,AFTERNOON,secondary,non_core,True,2,0,2,2,0,0,0,0.0,"LCID,ACHR",,"LCID,ACHR",LCID:position_size_too_small_after_slot_compression|ACHR:position_size_too_small_after_slot_compression,"70.0,70.0",,,No trade today
2026-03-31 19:10:02.831777+00:00,2026-03-31T19-10-02.831777+00-00_third,SCHEDULED,AFTERNOON,third,non_core,True,2,0,2,2,0,0,0,0.0,"BITF,RKLB",,"BITF,RKLB",BITF:position_size_too_small_after_slot_compression|RKLB:position_size_too_small_after_slot_compression,"70.0,70.0",,,No trade today
2026-03-31 19:20:03.044974+00:00,2026-03-31T19-20-03.044974+00-00_fourth,SCHEDULED,AFTERNOON,fourth,non_core,True,4,0,4,4,0,0,0,0.0,"SOUN,AI,QBTS,IONQ",,"SOUN,AI,QBTS,IONQ",SOUN:position_size_too_small_after_slot_compression|AI:position_size_too_small_after_slot_compression|QBTS:position_size_too_small_after_slot_compression|IONQ:position_size_too_small_after_slot_compression,"70.0,70.0,70.0,70.0",,,No trade today
2026-03-31 19:30:02.411176+00:00,2026-03-31T19-30-02.411176+00-00_core_one,SCHEDULED,POWER_HOUR,core_one,core,True,6,0,6,6,0,0,0,0.0,"NVDA,TSLA,AAPL,AMD,PLTR,MSFT",,"NVDA,TSLA,AAPL,AMD,PLTR,MSFT",NVDA:position_size_too_small_after_slot_compression|TSLA:position_size_too_small_after_slot_compression|AAPL:position_size_too_small_after_slot_compression|AMD:position_size_too_small_after_slot_compression|PLTR:position_size_too_small_after_slot_compression|MSFT:position_size_too_small_after_slot_compression,"100.0,100.0,100.0,90.0,90.0,90.0",,,No trade today
2026-03-31 19:40:02.421649+00:00,2026-03-31T19-40-02.421649+00-00_core_two,SCHEDULED,POWER_HOUR,core_two,core,True,6,0,6,6,0,0,0,0.0,"META,AMZN,GOOGL,NFLX,AVGO,MU",,"META,AMZN,GOOGL,NFLX,AVGO,MU",META:position_size_too_small_after_slot_compression|AMZN:position_size_too_small_after_slot_compression|GOOGL:position_size_too_small_after_slot_compression|NFLX:position_size_too_small_after_slot_compression|AVGO:position_size_too_small_after_slot_compression|MU:position_size_too_small_after_slot_compression,"90.0,90.0,90.0,80.0,80.0,80.0",,,No trade today
2026-03-31 19:50:03.176832+00:00,2026-03-31T19-50-03.176832+00-00_primary,SCHEDULED,POWER_HOUR,primary,non_core,True,6,0,6,6,0,0,0,0.0,"RIVN,SOFI,SNAP,NIO,HIMS,JOBY",,"RIVN,SOFI,SNAP,NIO,HIMS,JOBY",RIVN:position_size_too_small_after_slot_compression|SOFI:position_size_too_small_after_slot_compression|SNAP:position_size_too_small_after_slot_compression|NIO:position_size_too_small_after_slot_compression|HIMS:position_size_too_small_after_slot_compression|JOBY:position_size_too_small_after_slot_compression,"100.0,90.0,80.0,80.0,80.0,80.0",,,No trade today
